pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line_2.started,line_3.started,line_4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,random_2.started,fixation2.started,line11.started,line22.started,line33.started,line44.started,fixation2.stopped,probe2.started,key_resp_2.started,random_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
-150,z,20,3,83,3,,,,,211.0987573,,211.0862599,211.0987573,212.0987079,212.0987079,212.0987079,212.0987079,212.0987079,213.0981356,213.0981356,213.5996314,z,1,0.4934176,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,21,0,84,0,,,,,213.6148038,,213.6020086,213.6148038,214.6143279,214.6143279,214.6143279,214.6143279,214.6143279,215.6140955,215.6140955,216.1321352,x,1,0.5064604,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,21,1,85,1,,,,,216.1473024,,216.1341205,216.1473024,217.1468583,217.1468583,217.1468583,217.1468583,217.1468583,218.1465218,218.1465218,218.79822,v,1,0.6493297,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,21,2,86,2,,,,,218.8130422,,218.7998903,218.8130422,219.8126801,219.8126801,219.8126801,219.8126801,219.8126801,220.8122342,220.8122342,221.2971918,c,1,0.4816726,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,21,3,87,3,,,,,221.3121112,,221.2992799,221.3121112,222.3117338,222.3117338,222.3117338,222.3117338,222.3117338,223.3113365,223.3113365,223.7297044,z,1,0.4160902,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,22,0,88,0,,,,,223.7445843,,223.7320608,223.7445843,224.7444116,224.7444116,224.7444116,224.7444116,224.7444116,225.7441552,225.7441552,226.2787113,x,1,0.5186909,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,22,1,89,1,,,,,226.2940259,,226.2803323,226.2940259,227.2936789,227.2936789,227.2936789,227.2936789,227.2936789,228.2933672,228.2933672,228.9951185,v,1,0.6947679,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,22,2,90,2,,,,,229.0093552,,228.9978688,229.0093552,230.0089967,230.0089967,230.0089967,230.0089967,230.0089967,231.0087371,231.0087371,231.4938681,c,1,0.4819684,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,22,3,91,3,,,,,231.5085826,,231.4956533,231.5085826,232.5084817,232.5084817,232.5084817,232.5084817,232.5084817,233.5079214,233.5079214,234.0092731,z,1,0.4877075,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,23,0,92,0,,,,,234.0243646,,234.0111975,234.0243646,235.0243157,235.0243157,235.0243157,235.0243157,235.0243157,236.0238591,236.0238591,236.3581518,x,1,0.3199012,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,23,1,93,1,,,,,236.3740983,,236.3597611,236.3740983,237.3732947,237.3732947,237.3732947,237.3732947,237.3732947,238.3729358,238.3729358,238.8411736,v,1,0.455889,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,23,2,94,2,,,,,238.8560673,,238.8430994,238.8560673,239.8559842,239.8559842,239.8559842,239.8559842,239.8559842,240.855498,240.855498,241.2566643,c,1,0.3979544,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,23,3,95,3,,,,,241.2719538,,241.2594059,241.2719538,242.2715622,242.2715622,242.2715622,242.2715622,242.2715622,243.2711663,243.2711663,243.8395035,z,1,0.5636512,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,24,0,96,0,,,,,243.8544058,,243.8419165,243.8544058,244.8540227,244.8540227,244.8540227,244.8540227,244.8540227,245.8535971,245.8535971,246.3550627,x,1,0.4853348,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,24,1,97,1,,,,,246.3702588,,246.3576763,246.3702588,247.3699426,247.3699426,247.3699426,247.3699426,247.3699426,248.3698759,248.3698759,248.9041882,v,1,0.5314555,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,24,2,98,2,,,,,248.9192358,,248.9066052,248.9192358,249.9190701,249.9190701,249.9190701,249.9190701,249.9190701,250.9187782,250.9187782,251.4204008,c,1,0.4857841,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,24,3,99,3,,,,,251.4352029,,251.4226344,251.4352029,252.4349946,252.4349946,252.4349946,252.4349946,252.4349946,253.4348582,253.4348582,254.2362016,z,1,0.7927982,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,25,0,100,0,,,,,254.2509285,,254.2379136,254.2509285,255.2507811,255.2507811,255.2507811,255.2507811,255.2507811,256.250305,256.250305,256.6857293,x,1,0.4265289,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,25,1,101,1,,,,,256.7001578,,256.6883385,256.7001578,257.699923,257.699923,257.699923,257.699923,257.699923,258.6994162,258.6994162,259.3503625,v,1,0.6390956,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,25,2,102,2,,,,,259.3658654,,259.3522491,259.3658654,260.3657128,260.3657128,260.3657128,260.3657128,260.3657128,261.3651179,261.3651179,261.9336119,c,1,0.5665723,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,25,3,103,3,,,,,261.9483267,,261.9351677,261.9483267,262.9480223,262.9480223,262.9480223,262.9480223,262.9480223,263.9477061,263.9477061,264.8655215,z,1,0.9088847,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,26,0,104,0,,,,,264.8808074,,264.867209,264.8808074,265.8804466,265.8804466,265.8804466,265.8804466,265.8804466,266.8800141,266.8800141,267.281123,x,1,0.3977949,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,26,1,105,1,,,,,267.2965254,,267.2829347,267.2965254,268.2962115,268.2962115,268.2962115,268.2962115,268.2962115,269.2957616,269.2957616,270.1807735,v,1,0.8689787,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,26,2,106,2,,,,,270.1957009,,270.1829503,270.1957009,271.19541,271.19541,271.19541,271.19541,271.19541,272.1951828,272.1951828,272.6465144,c,1,0.4391167,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,26,3,107,3,,,,,272.6615965,,272.6483056,272.6615965,273.6613944,273.6613944,273.6613944,273.6613944,273.6613944,274.6608112,274.6608112,275.2121378,z,1,0.5354617,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,27,0,108,0,,,,,275.2272462,,275.2143046,275.2272462,276.2272013,276.2272013,276.2272013,276.2272013,276.2272013,277.2267136,277.2267136,277.62797,x,1,0.3954938,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,27,1,109,1,,,,,277.6429056,,277.6296998,277.6429056,278.642646,278.642646,278.642646,278.642646,278.642646,279.6423026,279.6423026,280.5102363,v,1,0.852991,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,27,2,110,2,,,,,280.525414,,280.5130057,280.525414,281.5249987,281.5249987,281.5249987,281.5249987,281.5249987,282.5246723,282.5246723,282.9929096,c,1,0.4624595,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,27,3,111,3,,,,,283.0077884,,282.9957533,283.0077884,284.0074875,284.0074875,284.0074875,284.0074875,284.0074875,285.0072644,285.0072644,285.5588081,z,1,0.5377697,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,28,0,112,0,,,,,285.5735822,,285.5619273,285.5735822,286.573293,286.573293,286.573293,286.573293,286.573293,287.5731351,287.5731351,288.0740793,x,1,0.4890963,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,28,1,113,1,,,,,288.089472,,288.0757429,288.089472,289.0892124,289.0892124,289.0892124,289.0892124,289.0892124,290.0888232,290.0888232,290.591199,v,1,0.4881032,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,28,2,114,2,,,,,290.6054124,,290.5932511,290.6054124,291.6053653,291.6053653,291.6053653,291.6053653,291.6053653,292.6046282,292.6046282,293.0392459,c,1,0.4178839,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,28,3,115,3,,,,,293.0544225,,293.0414066,293.0544225,294.0543856,294.0543856,294.0543856,294.0543856,294.0543856,295.0540319,295.0540319,295.5215261,z,1,0.4538972,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,29,0,116,0,,,,,295.536975,,295.5230251,295.536975,296.536953,296.536953,296.536953,296.536953,296.536953,297.5362042,297.5362042,297.8374232,x,1,0.2978789,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,29,1,117,1,,,,,297.8527603,,297.8390905,297.8527603,298.8524963,298.8524963,298.8524963,298.8524963,298.8524963,299.8521488,299.8521488,300.3199214,v,1,0.4618196,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,29,2,118,2,,,,,300.3353209,,300.321747,300.3353209,301.3350792,301.3350792,301.3350792,301.3350792,301.3350792,302.3347909,302.3347909,302.9364158,c,1,0.5930602,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,29,3,119,3,,,,,302.9510678,,302.9389952,302.9510678,303.9509413,303.9509413,303.9509413,303.9509413,303.9509413,304.9506901,304.9506901,305.3849001,z,1,0.4197694,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,30,0,120,0,,,,,305.4003258,,305.3863974,305.4003258,306.400097,306.400097,306.400097,306.400097,306.400097,307.4000309,307.4000309,307.7344688,x,1,0.3249662,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,30,1,121,1,,,,,307.7496843,,307.7360278,307.7496843,308.7494809,308.7494809,308.7494809,308.7494809,308.7494809,309.7493265,309.7493265,310.5501379,v,1,0.7989519,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,30,2,122,2,,,,,310.5652071,,310.5517552,310.5652071,311.5650053,311.5650053,311.5650053,311.5650053,311.5650053,312.5647962,312.5647962,313.0991845,c,1,0.5196286,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,30,3,123,3,,,,,313.1144052,,313.1008529,313.1144052,314.1140994,314.1140994,314.1140994,314.1140994,314.1140994,315.1137714,315.1137714,315.5815326,z,1,0.4517657,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,31,0,124,0,,,,,315.5967936,,315.5842366,315.5967936,316.5966838,316.5966838,316.5966838,316.5966838,316.5966838,317.5961109,317.5961109,318.064185,x,1,0.4535953,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,31,1,125,1,,,,,318.079337,,318.0666049,318.079337,319.0789594,319.0789594,319.0789594,319.0789594,319.0789594,320.0786416,320.0786416,320.5636187,v,1,0.4818437,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,31,2,126,2,,,,,320.5786226,,320.566455,320.5786226,321.5781442,321.5781442,321.5781442,321.5781442,321.5781442,322.5778305,322.5778305,323.0128599,c,1,0.4217776,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,31,3,127,3,,,,,323.0283456,,323.0149758,323.0283456,324.0274446,324.0274446,324.0274446,324.0274446,324.0274446,325.0276916,325.0276916,325.8954769,z,1,0.8647583,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,32,0,128,0,,,,,325.9100603,,325.8976822,325.9100603,326.9097215,326.9097215,326.9097215,326.9097215,326.9097215,327.9096699,327.9096699,328.4608181,x,1,0.5389567,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,32,1,129,1,,,,,328.4763623,,328.4627363,328.4763623,329.4761143,329.4761143,329.4761143,329.4761143,329.4761143,330.4755087,330.4755087,331.1765125,v,1,0.696234,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,32,2,130,2,,,,,331.1915559,,331.1780117,331.1915559,332.191482,332.191482,332.191482,332.191482,332.191482,333.1908943,333.1908943,333.7418042,c,1,0.544042,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,32,3,131,3,,,,,333.7572997,,333.7434776,333.7572997,334.7571019,334.7571019,334.7571019,334.7571019,334.7571019,335.7567152,335.7567152,336.1911186,z,1,0.417814,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,33,0,132,0,,,,,336.2065881,,336.1928429,336.2065881,337.2062432,337.2062432,337.2062432,337.2062432,337.2062432,338.2058808,338.2058808,338.9741963,x,1,0.7571405,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,33,1,133,1,,,,,338.9889376,,338.9768411,338.9889376,339.9886715,339.9886715,339.9886715,339.9886715,339.9886715,340.9886903,340.9886903,341.5398556,v,1,0.5431707,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,33,2,134,2,,,,,341.5548001,,341.5418195,341.5548001,342.5545391,342.5545391,342.5545391,342.5545391,342.5545391,343.5542903,343.5542903,344.372473,c,1,0.809684,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,33,3,135,3,,,,,344.3871448,,344.3741246,344.3871448,345.386897,345.386897,345.386897,345.386897,345.386897,346.3865881,346.3865881,346.9378623,z,1,0.5452315,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,34,0,136,0,,,,,346.9529475,,346.9400984,346.9529475,347.9526711,347.9526711,347.9526711,347.9526711,347.9526711,348.9524999,348.9524999,349.5870549,x,1,0.6176866,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,34,1,137,1,,,,,349.602063,,349.5888493,349.602063,350.6019115,350.6019115,350.6019115,350.6019115,350.6019115,351.6013425,351.6013425,352.1862911,v,1,0.5822832,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,34,2,138,2,,,,,352.2012955,,352.1891207,352.2012955,353.2008457,353.2008457,353.2008457,353.2008457,353.2008457,354.2005739,354.2005739,354.6519391,c,1,0.4387637,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,34,3,139,3,,,,,354.6669494,,354.6538191,354.6669494,355.6666976,355.6666976,355.6666976,355.6666976,355.6666976,356.6665002,356.6665002,357.2175947,z,1,0.5336795,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,35,0,140,0,,,,,357.2327491,,357.2205625,357.2327491,358.2326135,358.2326135,358.2326135,358.2326135,358.2326135,359.2322102,359.2322102,359.6166387,x,1,0.3809554,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,35,1,141,1,,,,,359.631943,,359.6182432,359.631943,360.6317369,360.6317369,360.6317369,360.6317369,360.6317369,361.6312676,361.6312676,362.2831253,v,1,0.6351538,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,35,2,142,2,,,,,362.297838,,362.285089,362.297838,363.2975845,363.2975845,363.2975845,363.2975845,363.2975845,364.297283,364.297283,364.6163216,c,1,0.3093075,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,35,3,143,3,,,,,364.6305241,,364.6190088,364.6305241,365.6300667,365.6300667,365.6300667,365.6300667,365.6300667,366.6300013,366.6300013,367.2142166,z,1,0.5694124,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,36,0,144,0,,,,,367.2295123,,367.2160139,367.2295123,368.2294868,368.2294868,368.2294868,368.2294868,368.2294868,369.2287672,369.2287672,369.5964747,x,1,0.3572154,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,36,1,145,1,,,,,369.6120577,,369.5985002,369.6120577,370.6115991,370.6115991,370.6115991,370.6115991,370.6115991,371.6112854,371.6112854,371.9628053,v,1,0.3475348,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,36,2,146,2,,,,,371.9778695,,371.965131,371.9778695,372.9776717,372.9776717,372.9776717,372.9776717,372.9776717,373.9771642,373.9771642,374.328865,c,1,0.3341492,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,36,3,147,3,,,,,374.3436448,,374.3316008,374.3436448,375.3432805,375.3432805,375.3432805,375.3432805,375.3432805,376.3432132,376.3432132,376.7943934,z,1,0.4425749,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,37,0,148,0,,,,,376.8096127,,376.7962735,376.8096127,377.809157,377.809157,377.809157,377.809157,377.809157,378.8089476,378.8089476,379.1771861,x,1,0.3626557,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,37,1,149,1,,,,,379.1921745,,379.1791073,379.1921745,380.1919189,380.1919189,380.1919189,380.1919189,380.1919189,381.1916114,381.1916114,381.7095636,v,1,0.5064194,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,37,2,150,2,,,,,381.7248046,,381.7118688,381.7248046,382.7245166,382.7245166,382.7245166,382.7245166,382.7245166,383.7243633,383.7243633,384.1925777,c,1,0.4661339,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,37,3,151,3,,,,,384.2072351,,384.1950539,384.2072351,385.2071218,385.2071218,385.2071218,385.2071218,385.2071218,386.2063216,386.2063216,386.7744613,z,1,0.5664992,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,38,0,152,0,,,,,386.7894703,,386.7760924,386.7894703,387.7891309,387.7891309,387.7891309,387.7891309,387.7891309,388.7889511,388.7889511,389.1233029,x,1,0.3190015,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,38,1,153,1,,,,,389.138789,,389.1245778,389.138789,390.1383657,390.1383657,390.1383657,390.1383657,390.1383657,391.1380663,391.1380663,391.9391761,v,1,0.7953985,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,38,2,154,2,,,,,391.9543711,,391.9418889,391.9543711,392.9541983,392.9541983,392.9541983,392.9541983,392.9541983,393.9538127,393.9538127,394.5555628,c,1,0.5984488,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,38,3,155,3,,,,,394.5703958,,394.5577047,394.5703958,395.5701289,395.5701289,395.5701289,395.5701289,395.5701289,396.5696837,396.5696837,396.9049193,z,1,0.3292363,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,39,0,156,0,,,,,396.9197385,,396.9069558,396.9197385,397.9191597,397.9191597,397.9191597,397.9191597,397.9191597,398.9187746,398.9187746,399.2364392,x,1,0.3063223,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,39,1,157,1,,,,,399.2519477,,399.2380833,399.2519477,400.2516319,400.2516319,400.2516319,400.2516319,400.2516319,401.2513316,401.2513316,401.7856699,v,1,0.5187843,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,39,2,158,2,,,,,401.8010421,,401.7873789,401.8010421,402.8007096,402.8007096,402.8007096,402.8007096,402.8007096,403.8004302,403.8004302,404.4017357,c,1,0.5934076,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,39,3,159,3,,,,,404.4168297,,404.4035503,404.4168297,405.4165927,405.4165927,405.4165927,405.4165927,405.4165927,406.4162201,406.4162201,406.8342349,z,1,0.4092904,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,40,0,160,0,,,,,406.8493199,,406.8368737,406.8493199,407.849077,407.849077,407.849077,407.849077,407.849077,408.8489746,408.8489746,409.6331533,x,1,0.767134,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
150,v,40,1,161,1,,,,,409.6484832,,409.6348542,409.6484832,410.6481995,410.6481995,410.6481995,410.6481995,410.6481995,411.6478423,411.6478423,412.7486981,v,1,1.0967209,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
50,c,40,2,162,2,,,,,412.7641602,,412.7518648,412.7641602,413.7637972,413.7637972,413.7637972,413.7637972,413.7637972,414.7633616,414.7633616,415.4146341,c,1,0.6469804,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-150,z,40,3,163,3,,,,,415.4297418,,415.4162053,415.4297418,416.4295739,416.4295739,416.4295739,416.4295739,416.4295739,417.4294184,417.4294184,418.4135748,z,1,0.9737501,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
-50,x,41,0,164,0,,,,,418.4286985,,418.4154023,418.4286985,419.4283966,419.4283966,419.4283966,419.4283966,419.4283966,420.4281523,420.4281523,421.1291793,x,1,0.6867783,None,,,,,,,,,,,,,,,I,1,2024-10-17_16h49.22.519,Motor  sequence learning,2024.1.5,None,2024-10-17 16h49.57.031103 +0530
